URL,Location,Sale_Type,Description,Agents
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/30001891,"1D/8 White Street, City Centre","$450 per week, available 13th March","Fully Furnished One-Bedroom Apartment – Upper Queen Street

Live in the heart of the city! Fully furnished one-bedroom apartment is perfectly located just off Queen Street, putting cafes, shops, and all city amenities right at your doorstep.

Features:

- One double bedroom, fully furnished. Includes bed
- Open-plan living with combined kitchen, dining, and lounge areas.
- Includes kitchenware
- Includes washing machine, and dryer.
- Balcony right outside the lounge

TO VIEW: Find the property online at https://www.barfoot.co.nz/branches/greenlane/rentals. Click the BOOK A VIEWING link and register to view. Upon registration, you will receive a confirmation email/txt with more information regarding the viewing.

Beware of scams! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D and travel in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person.

LANDLORDS: Barfoot and Thompson Greenlane offers full property management services. Please give me a call to discuss your requirements on 0275522352 or email j.akiono@barfoot.co.nz

Read more",Jack Akiono : 027552 2352
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39000621,"4B/113 Vincent Street, City Centre","$320 per week, available 20th March","Studio Apartment with a Balcony

WINSUN APARTMENTS

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

This great studio apartment is centrally located and handy to many amenities. It is just a short walking distant to Queen St, Auckland University and K Rd.

Property Features:
Partially furnished studio apartment,
One bathroom,
Whiteware Included,
Balcony,
WATER INCLUDED,
Approx 14 sq mtrs,

A partially furnished studio apartment with a balcony on Vincent Street. With restaurants, cafes, cinemas and all the top of what Queen Street has to offer. This apartment is in the ideal location.

Please do a drive-by to ensure you like the area and location, but DO NOT ENTER THE PREMISES under any circumstances.

Available Date – 20/03/2026
Suitable for a maximum of 1 tenants.
No smokers allowed.

$320.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $1,280.00
- 2 x week rent in advance = $640.00
TOTAL: $1,920.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39000621

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://www.2apply.co.nz/login?ReturnUrl=%2FForm%3FagentId%3DBT-39%26uniqueId%3D39000621

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39000635,"13E/82 Wakefield Street, City Centre","$390 per week, available 6th March","One bedroom in Metro Apartments

PERIODIC TENANCY ONLY.

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Please note that this unit has been digitally staged.

One bedroom,
One bathroom,
Furnished,
Approx. 38sqm,
Balcony,
Facing North-east side.
COLD WATER INCLUDED

This 1-bedroom furnished apartment is in a desirable location within the Auckland Grammar school zone and is within walking distance to AUT, Auckland University, Auckland Library, Albert Park, Queen Street shops, restaurants, and more.

Available Date - Now
Suitable for a maximum of 1-2 tenants.
No pets and smokers allowed.

$390.00 per week.

MOVE IN COSTS:
- 4 x weeks bond
- 2 x week rent in advance

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39000635

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://www.2apply.co.nz/login?ReturnUrl=%2FForm%3FagentId%3DBT-39%26uniqueId%3D39000635

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39000669,"6K/147 Hobson Street, City Centre","$450 per week, available now","Two Bedroom, One Bathroom Apartment

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Please note that this unit has been digitally staged.

HARVARD APARTMENTS

Furnished two bedroom apartment in Harvard on Hobson Apartments.

Property Features:
Furnished,
Two Bedrooms,
One Bathroom,
Open plan kitchen and living,
Key tag security access,
Approx 38sqm,
COLD WATER INCLUDED,

A short stroll to Queen street with all the shops and eateries. A suitable location for Auckland University, AUT with lots of restaurants, cafes and bars close by.

Available Date – 27/02/2026
Suitable for a maximum of 3 tenants.
No smokers allowed.

$450.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $1,800.00
- 2 x week rent in advance = $900.00
TOTAL: $2,700.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39000669

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://2apply.co.nz/Form?agentId=BT-39&uniqueId=39000669

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39001787,"407/76 Wakefield Street, City Centre","$380 per week, available 6th March","One Bedroom Sapphire Apartment

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

SAPPHIRE APARTMENTS

Furnished one bedroom apartment located on Wakefield Street in the City Centre.

Property Features:
One Bedroom,
One Bathroom,
FURNISHED
COLD WATER INCLUDED,
Open kitchen and living area,
Large windows for natural lighting,
Approximately 32sqm,

A short walk to Queen Street, Auckland University, public transport and all Auckland City Centre has to offer.

Available Date – 06/03/2026
Suitable for a maximum of 2 tenants.
No smokers allowed.

$380.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $1,520.00
- 2 x week rent in advance = $760.00
TOTAL: $2,280.00

- Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39001787

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://www.2apply.co.nz/login?ReturnUrl=%2FForm%3FagentId%3DBT-39%26uniqueId%3D39001787

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39001796,"10B/82 Wakefield Street, City Centre","$400 per week, available 27th March","Studio in Metro City

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Partially FURNISHED studio apartment in the Metro City Apartments at 82 Wakefield Street in the City Centre.

Studio apartment
One bathroom
Partially FURNISHED (kitchenware not included)
Cold Water Included
Opening ranch sliders with balcony
Secure key tag access
Approx 28 Sqm

Studio apartment situated in a very sought after location. On the corner of Mount Street and Wakefield Street, you are a short walk from Auckland University, AUT, Queen Street and the heart of the Auckland CBD where you can enjoy all the city has to offer.

Available Date – 27/03/2026
Suitable for a maximum of 2 tenants.
No smokers allowed.

$400.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $1,600.00
- 2 x week rent in advance = $800.00
TOTAL: $2,400.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39001796

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
2apply.co.nz/Form?agentId=BT-39&uniqueId=39001796

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39001810,"1011/1 Parliament Street, City Centre","$430 per week, available 19th March","Spacious Studio on Parliament

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

THE STATESMAN APARTMENTS

Studio
FURNISHED
Spacious balcony
Cold water included
Approx 31 sqm
Secure key tag entry
Use of buildings facilities including gym, pool and spa
TV not included

Spacious studio in the popular Statesman building, free use of gym and swimming pool. Located on tenth floor with lovely outlook. Good location for University and within walking distance of Queen Street and Britomart.

Available Date – 19/03/2026
Suitable for a maximum of 2 tenants.
No smokers allowed.

$430.00 per week.

MOVE IN COSTS:
- 4 x weeks bond
- 2 x week rent in advance

Please copy and paste this link to book a viewing:
http://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39001810

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://www.2apply.co.nz/login?ReturnUrl=%2FForm%3FagentId%3DBT-39%26uniqueId%3D39001810

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.


Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39002008,"25A/16 Gore Street, City Centre","$450 per week, available 2nd April","FURNISHED One Bedroom in the Harbour Oaks on Level 25 - SOUTH EAST facing,

HARBOUR OAKS
LEVEL 25
16 Gore St

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.


One bedroom apartment with one bathroom on the 25th floor of THE OAKS Apartment building.

Furnished,
One Double bedroom WITH DOUBLE BED,
One Bathroom w/laundry area + WASHER/DRYER COMBO INCLUDED,
Approx. 38 sqm,
SOUTH EAST Facing,
Use of Buildings gymnasium and lap pool,
Open plan kitchen and living areas,
Two opening ranch sliders from lounge & bedroom onto balconies,
On-site Building Manager,
Security tag/fob access system,
No Smoking.

*Property is staged with small furnishings for photos*

This beautiful one bedroom apartment has amazing views. With its own on-site Building Manager and security key tag access makes this apartment a desirable location. Within walking distance to Bus, Train and Ferry Stations and also Downtown Shopping Centre. It is close to supermarkets and Auckland University, AUT and there are a lot of restaurants, cafes and bars close by.

$450.00 per week. Available Date - 02/04/2026
Suitable for a maximum of 1-2 tenants.
Power, Internet & Water NOT included.

MOVE IN COSTS:
- 4 x weeks bond = $1800
- 2 x week rent in advance = $900
TOTAL: $2700

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39002008

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://2apply.co.nz/Form?agentId=BT-39&uniqueId=39002008

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",Stacey Cartmell : 027501 9785
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39002132,"GB/82 Wakefield Street, City Centre","$380 per week, available 27th March","Cute Studio in Metro Apartments

Metro City Apartments at 82 Wakefield Street

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Nice apartment situated in a very sought after location. On the corner of Mount Street and Wakefield Street, you are not far from Auckland University and AUT. Queen Street and the heart of the Auckland CBD are a short stroll away where you can enjoy all the city has to offer.

PARTLY FURNISHED
STUDIO APARTMENT,
One bathroom,
Approx 30sqm,
Balcony,
COLD WATER INCLUDED
*Note the Kitchen has new cupboards (white)

Available Date – 27/03/2026
Suitable for a maximum of 2 tenants.
No smokers allowed.

$380.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $1,520.00
- 2 x week rent in advance = $760.00
TOTAL: $2,280.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39002132

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://2apply.co.nz/Form?agentId=BT-39&uniqueId=39002132

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39002150,"513/72 Nelson Street, City Centre","$350 per week, available now","One Bedroom in Zest

ZEST APARTMENTS

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Furnished one bedroom apartment in The Zest. Situated on Nelson Street.

Property Features:
FURNISHED,
One bedroom,
One bathroom,
Approx 20 sqm,
Sunny living area,

Located only a walk away from Viaduct, Britomart, Queen Street and much more.

AVAILABLE NOW!
Suitable for a maximum of 2 tenants.
No smokers allowed.

$350.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $1,400.00
- 2 x week rent in advance = $700.00
TOTAL: $2,100.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39002150

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://www.2apply.co.nz/login?ReturnUrl=%2FForm%3FagentId%3DBT-39%26uniqueId%3D39002150

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39002283,"806/70 Pitt Street, City Centre","$650 per week, available 13th March","Great Two Bedroom Apartment

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

THE CHATHAM

This modern, top floor, two bedroom penthouse apartment (approximately 67 sqm.) in the Uptown neighborhood is just the gem you've been looking for.

FURNISHED,
Two double bedrooms,
One bathroom,
Open plan kitchen and living room,
Approx 67 sq mtrs.

The north-east facing windows in the living room allow for ample morning light to seep into the apartment. The kitchen greets you with all white cabinetry with sleek hardware, plenty of built-in storage and e-stone countertops. Two generously sized bedrooms feature two large windows with ample lighting throughout and feature built in closets.

The Chatham is a boutique block of only 48 apartments. Walk to work, walk to the supermarket. Heading out? K' Road and Ponsonby dining precinct are just down the road. A pleasant stroll to universities and easy access to public transport together with southern, northern and western motorway on ramps almost at your doorstep - it makes getting around a breeze. Suitable for up to three tenants.

NO CARPARK is available, you won't need one with transport options close by. Water is not included in the rent. Don't hesitate as you may miss out on this fantastic apartment! Suitable for up to three tenants.

$650.00 per week.
Available 13th March 2026.
STRICTLY SUITABLE for a maximum of 3 occupants ONLY.
Power, Internet & Water NOT included.
NO SUBLETTING.

MOVE IN COSTS:
- 4 x weeks bond = $2,600
- 2 x week rent in advance = $1,300
TOTAL: $3,900

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39002283

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://www.2apply.co.nz/login?ReturnUrl=%2FForm%3FagentId%3DBT-39%26uniqueId%3D39002283

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39003373,"419/57 Mahuhu Crescent, City Centre","$650 per week, available 20th March","HUDSON BROWN with CAR PARK

FURNISHED Two bedroom apartment in the Hudson Brown Apartments.

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Furnished apartment,
Open plan kitchen & living areas,
Key tag security access,
Car park,
Storage Locker,
Suitable for 3 tenants,
Fibre available.

Two double bedroom apartment situated next to Vector Arena. With open plan living and furnished with the bathroom and bedrooms downstairs. This apartment is fully furnished, so just bring your bags and move straight in. There's a car park with the apartment and a storage locker. Close to all transport options, shops, fine dining and universities.

$650 per week, Available 20th March 2026.
Suitable up to 3 tenants max.
NO SMOKING

MOVE IN COSTS:
- 4 x weeks bond = $2,600
- 2 x week rent in advance = $1,300
TOTAL: $3,900

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39003373

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
2apply.co.nz/Form?agentId=BT-39&uniqueId=39003373

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39003414,"9H/16 Gore Street, City Centre","$450 per week, available 2nd April","FURNISHED One Bedroom in the Harbour Oaks on Level 9 - NORTH WEST facing,

HARBOUR OAKS
LEVEL 9
16 Gore St

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

One bedroom apartment with one bathroom on the 9th floor of THE OAKS Apartment building located in downtown Auckland City at 16 Gore St.

Furnished,
One Double bedroom WITH DOUBLE BED,
One Bathroom w/laundry area + WASHING MACHINE & DRYER INCLUDED,
Approx. 39 sqm,
NORTH WEST Facing,
Use of Buildings gymnasium and lap pool,
Open plan kitchen and living areas,
Views of the SKY TOWER,
Two opening ranch sliders from lounge & bedroom onto balconies,
On-site Building Manager,
Security tag/fob access system,
No Smoking.

*Property is staged with small furnishings for photos*

This beautiful one bedroom apartment has amazing views. With its own on-site Building Manager and security key tag access makes this apartment a desirable location. Within walking distance to Bus, Train and Ferry Stations and also Downtown Shopping Centre. It is close to supermarkets and Auckland University, AUT and there are a lot of restaurants, cafes and bars close by.

$450.00 per week. Available Date - 02/04/2026
Suitable for a maximum of 1-2 tenants.
Power, Internet & Water NOT included.

MOVE IN COSTS:
- 4 x weeks bond = $1800
- 2 x week rent in advance = $900
TOTAL: $2700

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39003414

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://2apply.co.nz/Form?agentId=BT-39&uniqueId=39003414

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",Stacey Cartmell : 027501 9785
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39003483,"605/133 Beach Road, City Centre","$350 per week, available 20th March","STUDIO Apartment on Beach Road

Furnished Studio on Beach Road City for rent.

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Centrally located with easy access to the viaduct, Auckland University and AUT and an easy walk to Queen St or Parnell.

FURNISHED Apartment,
Studio,
One bathroom
WATER INCLUDED,

This apartment is a short stroll to Queen Street with many cafes and bars and cinemas and night life to visit. Great location for students and people working in the City and close to Public Transport.

$350.00 per week.
Available 20th March 2026.
Suitable for a maximum of 1 tenant.
No pets & no smokers allowed.

MOVE IN COSTS:
- 4 x weeks bond = $1.400.00
- 2 x week rent in advance = $700.00
TOTAL: $2.100.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39003483

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://www.2apply.co.nz/login?ReturnUrl=%2FForm%3FagentId%3DBT-39%26uniqueId%3D39003483

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",Bryan Edgar : 021966 067
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39003515,"908/57 Wakefield Street, City Centre","$600 per week, available 13th March","2 Bedrooms at Fiore Wakefiled

Fiore Wakefield

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

2 Bedrooms
1 Bathroom
Furnished
Open plan kitchen and living area
Spacious balcony
Fixed Lease
Security tag access system

The apartment is conveniently located towards the top end of Queen St, with many ethnic eateries and entertainment on offer, including Auckland Art Gallery, Civic Theatre, movie cinemas and local shops. Supermarkets are also within walking distance. A short walk to Queen Street, with access to good public transport links.

Available Date – 13/03/2026
Suitable for a maximum of 3 tenants.
No smokers allowed.

$600.00 per week.

MOVE IN COSTS:

- 4 x weeks bond = $2,400.00
- 2 x week rent in advance = $1,200.00
TOTAL: $3,600.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39003515

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
2apply.co.nz/Form?agentId=BT-39&uniqueId=39003515

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person.
We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
